gene_id	WT_rep1	WT_rep2	WT_rep3	R168X_rep1	R168X_rep2	R168X_rep3
0610005C13Rik	0.00	0.00	0.00	0.00	0.00	0.00
0610009B22Rik	241.83	178.00	138.98	261.95	228.71	306.76
0610009E02Rik	4.00	4.00	3.00	7.00	2.00	6.00
0610009L18Rik	14.00	13.00	4.00	13.00	9.00	16.00
0610010F05Rik	1795.00	1605.00	1102.00	2143.00	1976.00	2725.00
0610010K14Rik	320.00	278.00	207.00	289.00	263.00	440.00
0610012G03Rik	197.00	176.00	122.00	175.00	161.00	265.00
0610030E20Rik	398.00	301.00	253.00	293.00	243.00	313.00
0610031O16Rik	0.00	0.00	0.00	0.00	0.00	0.00
0610038B21Rik	5.00	3.00	1.00	0.00	1.00	2.00
0610039H22Rik	1.00	2.00	0.00	0.00	0.00	0.00
0610039K10Rik	2.00	4.00	1.00	5.00	1.00	0.00
0610040B10Rik	13.00	4.00	2.00	10.00	5.00	14.00
0610040F04Rik	1.00	0.00	0.00	0.00	0.00	0.00
0610040J01Rik	2.00	4.00	2.00	4.00	0.00	2.00
0610043K17Rik	3.00	4.00	3.00	1.00	4.00	3.00
1010001N08Rik	8.00	4.00	0.00	0.00	0.00	4.00
1110002J07Rik	17.00	24.00	21.00	34.00	28.00	36.00
1110002L01Rik	197.00	159.00	96.00	198.00	229.00	250.00
1110004F10Rik	1270.00	1069.00	781.00	1522.00	1668.00	2116.00
1110006O24Rik	9.00	15.00	6.00	7.00	7.00	17.00
1110008L16Rik	187.00	159.00	108.00	213.00	221.00	276.00
1110008P14Rik	140.00	116.00	80.00	147.00	124.00	195.00
1110012L19Rik	232.00	177.00	121.00	194.00	171.00	309.00
1110015O18Rik	2.00	0.00	0.00	0.00	0.00	1.00
1110017D15Rik	1.00	3.00	0.00	8.00	5.00	5.00
1110019D14Rik	45.00	20.00	21.00	40.00	27.00	37.00
1110020A21Rik	4.00	7.00	4.00	4.00	7.00	4.00
1110025L11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1110028F11Rik	0.00	1.00	1.00	1.00	1.00	0.00
1110028F18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1110032A03Rik	191.00	137.00	109.00	214.00	210.00	224.98
1110032F04Rik	0.00	2.00	0.00	0.00	0.00	1.00
1110036E04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1110038B12Rik	195.00	158.00	128.00	156.00	121.00	222.00
1110038F14Rik	266.00	236.00	145.00	215.00	191.00	361.00
1110046J04Rik	11.00	27.00	12.00	18.00	13.00	10.00
1110051M20Rik	456.00	379.00	326.00	475.00	421.00	584.00
1110058D11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1110059E24Rik	316.00	218.00	174.00	316.00	314.00	465.00
1110059G10Rik	105.00	86.00	70.00	160.00	137.00	190.00
1110065P20Rik	197.00	144.00	93.00	183.00	149.00	249.00
1190005I06Rik	0.00	0.00	0.00	0.00	0.00	0.00
1190007I07Rik	17.22	23.34	9.00	17.62	17.67	20.15
1190028D05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1300002E11Rik	95.00	91.00	70.00	109.00	88.00	136.00
1300017J02Rik	2.00	3.00	0.00	0.00	0.00	0.00
1500004A13Rik	1024.43	835.30	562.77	1325.85	1082.29	1097.06
1500009C09Rik	39.00	33.00	24.00	22.00	20.00	40.00
1500009L16Rik	308.00	268.00	196.00	232.00	199.00	286.00
1500011B03Rik	315.43	286.23	193.61	398.94	388.00	570.86
1500012K07Rik	0.00	0.00	0.00	0.00	0.00	0.00
1500015A07Rik	44.00	56.00	35.00	64.00	51.00	75.00
1500015L24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1500015O10Rik	62.00	45.00	45.00	25.00	29.00	51.00
1500026H17Rik	8.00	6.00	7.00	10.00	5.00	7.00
1600002D24Rik	0.00	1.00	0.00	0.00	2.00	1.00
1600002K03Rik	25.00	26.00	13.00	18.00	19.00	35.00
1600010M07Rik	0.00	0.00	0.00	0.00	0.00	0.00
1600012H06Rik	533.00	402.00	353.00	604.00	596.00	753.00
1600014C10Rik	503.00	429.00	304.00	531.00	536.00	681.00
1600014C23Rik	0.00	0.00	0.00	0.00	0.00	1.00
1600015I10Rik	1.00	0.00	0.00	0.00	0.00	0.00
1600019K03Rik	1.00	1.00	0.00	0.00	0.00	0.00
1600020E01Rik	113.00	91.00	65.00	73.00	79.00	130.00
1600023N17Rik	8.00	1.00	0.00	2.00	3.00	3.00
1600025M17Rik	0.00	0.00	0.00	0.00	0.00	2.00
1600027J07Rik	1.00	0.00	0.00	0.00	1.00	0.00
1600029I14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1600029O15Rik	10.00	10.00	8.00	7.00	2.00	2.00
1700001C02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700001C19Rik	5.00	10.00	10.00	5.00	2.00	3.00
1700001D01Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700001F09Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700001G01Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700001G11Rik	6.00	3.00	4.00	7.00	9.00	5.00
1700001G17Rik	6.00	6.00	1.00	1.00	3.00	4.00
1700001J03Rik	0.00	0.00	1.00	0.00	0.00	0.00
1700001J11Rik	7.24	2.81	2.71	5.64	0.00	5.75
1700001K19Rik	0.00	2.00	0.00	2.00	2.00	1.00
1700001K23Rik	1.00	0.00	0.00	1.00	0.00	0.00
1700001L05Rik	18.00	15.00	20.00	21.00	12.00	22.00
1700001L19Rik	1.00	1.00	0.00	0.00	0.00	1.00
1700001O22Rik	23.00	17.00	18.00	27.00	11.00	16.00
1700001P01Rik	4.00	4.00	1.00	1.00	2.00	2.00
1700003C15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700003D09Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700003E16Rik	24.00	10.00	22.00	15.00	16.00	6.00
1700003E24Rik	1.00	4.00	6.00	3.00	2.00	6.00
1700003F12Rik	1.00	0.00	1.00	3.00	7.00	7.00
1700003G13Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700003G18Rik	0.00	0.00	0.00	1.00	0.00	0.00
1700003H04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700003I22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700003L19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700003M07Rik	11.00	4.00	7.00	8.00	2.00	9.00
1700003P14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700006A11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700006F04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700006H21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700007F19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700007J10Rik	3.00	3.00	2.00	2.00	2.00	2.00
1700007K13Rik	14.00	11.00	6.00	3.00	6.00	5.00
1700007L15Rik	11.00	7.00	9.00	8.00	11.00	4.00
1700007P06Rik	0.00	0.00	0.00	0.00	1.00	1.00
1700008C04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700008J07Rik	72.00	53.00	52.00	77.00	73.00	68.00
1700008K24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700008O03Rik	3.00	1.00	1.00	0.00	2.00	1.00
1700008P02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700009C05Rik	0.00	0.00	0.00	1.00	0.00	0.00
1700009J07Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700009N14Rik	0.00	1.00	1.00	3.00	2.00	4.00
1700010B08Rik	1.00	1.00	0.00	0.00	0.00	0.00
1700010D01Rik	0.00	0.00	0.00	0.00	1.00	1.00
1700010I02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700010I14Rik	8.00	8.00	3.00	9.00	6.00	15.00
1700010J16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700010K23Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700010N08Rik	0.00	2.00	0.00	0.00	1.00	3.00
1700011B04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700011C11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700011L22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700011M02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700012A03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700012B07Rik	0.00	0.00	0.00	0.00	0.00	1.00
1700012B09Rik	2.00	1.00	1.00	1.00	1.00	0.00
1700012C14Rik	1.00	1.00	0.00	1.00	1.00	1.00
1700012D01Rik	4.00	4.00	2.00	5.00	5.00	5.00
1700012D14Rik	8.00	4.00	5.00	8.00	4.00	5.00
1700012D16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700012H19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700012I11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700012P22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700013F07Rik	2.00	1.00	0.00	0.00	1.00	1.00
1700013G24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700013H16Rik	1295.00	1109.00	837.00	1205.00	1091.00	1561.00
1700015F17Rik	2.00	0.00	0.00	1.00	0.00	0.00
1700015G11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700016A09Rik	7.00	10.00	2.00	10.00	12.00	12.00
1700016C15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700016D06Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700016G22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700016H13Rik	2.00	0.00	1.00	0.00	0.00	2.00
1700016K05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700016K19Rik	1.00	1.00	0.00	0.00	1.00	2.00
1700016L04Rik	1.00	0.00	0.00	0.00	1.00	0.00
1700016L21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700016P04Rik	0.00	0.00	0.00	0.00	0.00	1.00
1700017B05Rik	708.00	513.00	447.00	774.00	484.00	629.00
1700017D01Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700017G19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700017J07Rik	0.00	0.00	0.00	2.00	0.00	0.00
1700017L05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700017N19Rik	0.00	1.00	0.00	0.00	2.00	1.00
1700018A04Rik	3.00	1.00	0.00	2.00	0.00	0.00
1700018B08Rik	3.00	0.00	0.00	0.00	0.00	0.00
1700018B24Rik	5.00	2.00	0.00	16.00	11.00	13.00
1700018F24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700018G05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700018L02Rik	1.00	5.00	4.00	6.00	5.00	6.00
1700019A02Rik	0.00	0.00	0.00	1.00	0.00	1.00
1700019C18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700019D03Rik	8.00	7.00	7.00	9.00	15.00	23.00
1700019E08Rik	1.00	0.00	0.00	0.00	0.00	0.00
1700019G24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700019M22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700019N19Rik	0.00	1.00	0.00	0.00	0.00	1.00
1700019P21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700020A23Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700020D05Rik	9.00	3.00	5.00	12.00	10.00	6.00
1700020G17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700020I14Rik	928.00	843.00	658.00	1233.00	901.00	1086.00
1700020L24Rik	0.00	1.00	3.00	6.00	0.00	1.00
1700020M21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700020N01Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700020N15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700020N18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700021F02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700021F05Rik	156.00	120.00	105.00	171.00	166.00	258.00
1700021F07Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700021N21Rik	5.00	6.00	5.00	1.00	2.00	2.00
1700022A21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700022A22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700022E09Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700022H01Rik	0.00	0.00	0.00	0.00	0.00	1.00
1700022H16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700022I11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700023C21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700023D09Rik	6.00	2.00	2.00	8.00	5.00	7.00
1700023F02Rik	0.00	1.00	0.00	2.00	0.00	0.00
1700023F06Rik	1.00	3.00	3.00	1.00	0.00	0.00
1700024B18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700024F13Rik	1.00	1.00	0.00	1.00	1.00	2.00
1700024G13Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700024I08Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700024N05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700024P04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700025B11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700025C18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700025F22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700025F24Rik	0.00	4.00	0.00	0.00	0.00	0.00
1700025G04Rik	1661.00	1422.00	1061.00	2594.00	2158.00	2594.00
1700025J12Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700025K24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700025M24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700025N23Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700026D11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700026F02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700026J14Rik	3.00	2.00	3.00	0.00	3.00	3.00
1700027A15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700027F06Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700027F09Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700027H10Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700027I24Rik	0.00	0.00	1.00	0.00	0.00	0.00
1700027J07Rik	0.00	0.00	0.00	0.00	1.00	0.00
1700028B04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700028D13Rik	0.00	0.00	0.00	0.00	1.00	0.00
1700028E10Rik	3.00	0.00	1.00	0.00	1.00	0.00
1700028I16Rik	3.00	0.00	1.00	2.00	0.00	2.00
1700028J19Rik	6.00	2.00	4.00	7.00	5.00	6.00
1700028K03Rik	2.00	2.00	0.00	0.00	2.00	2.00
1700028M03Rik	0.00	0.00	1.00	1.00	0.00	0.00
1700028P14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700028P15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700029B22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700029F12Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700029H14Rik	0.00	0.00	0.00	0.00	1.00	0.00
1700029I15Rik	4.00	0.00	0.00	0.00	0.00	1.00
1700029J03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700029J07Rik	23.00	13.00	14.00	20.00	10.00	22.00
1700029M20Rik	0.00	1.00	0.00	0.00	0.00	0.00
1700029N11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700029P11Rik	0.00	0.00	1.00	6.00	5.00	5.00
1700030A11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700030C10Rik	55.14	50.77	35.96	76.72	75.75	85.93
1700030C14Rik	0.00	0.00	0.00	1.00	0.00	1.00
1700030F04Rik	0.08	0.00	0.82	0.00	0.00	0.00
1700030J22Rik	46.00	41.00	37.00	69.00	63.00	71.00
1700030K09Rik	167.00	126.00	94.00	145.00	127.00	200.00
1700030L20Rik	0.00	2.00	0.00	0.00	0.00	0.00
1700030M09Rik	3.00	1.00	4.00	8.00	2.00	2.00
1700030N03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700030O20Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700031A10Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700031F05Rik	0.00	0.00	0.00	2.00	0.00	0.00
1700031L13Rik	0.00	0.00	0.00	500.00	416.00	363.00
1700031M16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700031P21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700034E13Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700034G24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700034H15Rik	4.00	4.00	3.00	5.00	5.00	7.00
1700034I23Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700034J05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700034K08Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700034P13Rik	2.00	2.00	1.00	3.00	3.00	5.00
1700036G14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700037C18Rik	30.00	37.00	12.00	21.00	26.25	37.03
1700037H04Rik	598.00	476.00	389.00	547.00	427.00	607.00
1700039E22Rik	0.00	0.00	1.00	0.00	1.00	1.00
1700039M10Rik	1.00	0.00	1.00	0.00	0.00	0.00
1700040D17Rik	3.00	0.00	0.00	0.00	1.00	1.00
1700041A01Rik	0.00	0.00	0.00	0.24	0.00	1.29
1700041C23Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700041M19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700042G07Rik	0.00	1.00	0.00	0.00	0.00	0.00
1700042G15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700042O10Rik	0.00	0.00	0.00	0.00	1.00	0.00
1700044C05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700044K03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700045H11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700046C09Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700047A11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700047E10Rik	5.00	1.00	1.00	2.00	3.00	3.00
1700047G03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700047I17Rik2	409.50	360.50	234.50	661.50	590.00	625.50
1700047L14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700047M11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700048M11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700048O20Rik	55.00	48.00	32.00	79.00	68.00	105.00
1700049E15Rik	0.00	0.00	0.00	0.00	1.00	0.00
1700049E17Rik1	0.00	2.29	0.00	2.58	1.14	0.00
1700049E17Rik2	0.00	2.29	0.00	2.58	1.14	0.00
1700049E22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700049L16Rik	0.00	0.00	0.00	0.00	2.00	0.00
1700051A21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700052I22Rik	1.00	0.00	0.00	0.00	0.00	0.00
1700052K11Rik	245.00	209.00	176.00	250.00	238.00	265.00
1700054A03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700054K19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700054M17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700055C04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700055D16Rik	5.00	7.00	1.00	6.00	1.00	3.00
1700056E22Rik	22.00	20.00	10.00	17.00	13.00	24.00
1700057G04Rik	0.00	0.00	2.00	1.00	0.00	0.00
1700057H15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700057H21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700060C16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700060C20Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700061F12Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700061G19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700061I17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700061J23Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700061N14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700063A18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700063D05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700063H04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700063O14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700064J06Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700064M15Rik	0.00	0.00	0.00	1.00	2.00	0.00
1700065D16Rik	0.00	1.00	0.00	0.00	1.00	2.00
1700065I16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700065J11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700065J18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700065L07Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700065O20Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700066B17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700066B19Rik	2.00	2.00	0.00	1.00	0.00	0.00
1700066C05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700066J03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700066M21Rik	190.00	139.00	109.00	245.00	244.00	239.00
1700066N21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700066O22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700067G17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700067K01Rik	3.00	1.00	6.00	2.00	9.00	3.00
1700067P10Rik	0.00	1.00	0.00	0.00	1.00	0.00
1700069L16Rik	0.00	0.00	0.00	0.00	1.00	0.00
1700069P05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700071K01Rik	0.00	0.00	0.00	0.00	1.00	0.00
1700071M16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700072B07Rik	0.00	0.00	0.00	4.00	1.00	2.00
1700072I22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700072O05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700073E17Rik	1.00	0.00	1.00	1.00	0.00	0.00
1700074H08Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700074P13Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700080N15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700080O16Rik	1.00	0.00	0.00	2.00	0.00	2.00
1700081H04Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700083H02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700084D21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700084E18Rik	1.00	1.00	0.00	1.00	2.00	0.00
1700084F23Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700084J12Rik	0.00	0.00	1.17	1.15	4.74	1.16
1700084M14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700085C21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700086L19Rik	19.00	4.00	7.00	15.00	17.00	21.00
1700086O06Rik	27.00	30.00	19.00	35.00	24.00	19.00
1700088E04Rik	23.00	28.00	20.00	40.00	31.00	25.00
1700091H14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700092C02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700092C10Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700092E19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700092K14Rik	0.00	0.00	0.00	1.00	0.00	1.00
1700092M07Rik	1.00	0.00	1.00	0.00	0.00	0.00
1700093K21Rik	0.00	1.00	0.00	0.00	0.00	1.00
1700094D03Rik	28.01	17.02	14.00	32.01	26.00	22.00
1700094J05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700094M24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700095A21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700095B10Rik	1.00	0.00	0.00	0.00	0.00	0.00
1700095J03Rik	15.00	7.00	5.00	13.00	10.00	10.00
1700095J12Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700096J18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700096K18Rik	31.00	23.00	14.00	37.00	24.00	31.00
1700096P03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700097N02Rik	1.00	0.00	0.00	0.00	0.00	0.00
1700099I09Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700100I10Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700100L14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700101I11Rik	6.00	10.00	4.00	7.00	4.00	9.00
1700101O22Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700102H20Rik	0.00	1.00	0.00	2.00	4.00	0.00
1700102P08Rik	8.00	6.00	5.00	10.00	15.00	17.00
1700104L18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700105P06Rik	4.00	1.00	2.00	3.00	0.00	4.00
1700108F19Rik	2.00	0.00	0.00	0.00	0.00	0.00
1700108J01Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700109G14Rik	0.00	0.00	0.00	0.00	0.00	1.00
1700109G15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700109H08Rik	8.00	11.00	2.00	7.00	3.00	10.00
1700109I08Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700109K24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700110C19Rik	1.00	2.00	1.00	2.00	1.00	1.00
1700110I01Rik	1.00	1.00	0.00	2.00	1.00	0.00
1700110I07Rik	1.00	0.00	0.00	0.00	0.00	0.00
1700110K17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700111N16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700112H15Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700112J05Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700112J16Rik	12.00	5.00	4.00	2.00	6.00	9.00
1700113A16Rik	6.00	6.00	3.00	5.00	7.00	8.00
1700113B09Rik	0.00	1.00	0.00	1.00	0.00	1.00
1700113H08Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700116B05Rik	0.00	2.00	1.00	5.00	8.00	7.00
1700119H24Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700120C14Rik	2.00	1.00	0.00	0.00	0.00	3.00
1700120E14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700120G07Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700120K04Rik	1.00	3.00	1.00	1.00	0.00	0.00
1700121L16Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700121N20Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700122C19Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700122H20Rik	92.00	49.00	30.00	0.00	0.00	0.00
1700122O11Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700123J17Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700123K08Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700123L14Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700123M08Rik	11.00	7.00	2.00	6.00	6.00	6.00
1700123O12Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700123O20Rik	508.00	417.00	317.00	454.00	411.00	668.00
1700123O21Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700124L16Rik	0.00	0.00	0.00	3.00	2.00	0.00
1700125G02Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700125G22Rik	0.00	1.00	0.00	0.00	1.00	0.00
1700125H03Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700125H20Rik	0.00	0.00	0.00	0.00	0.00	1.00
1700126H18Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700128A07Rik	0.00	0.00	0.00	0.00	0.00	1.00
1700128F08Rik	0.00	0.00	0.00	0.00	0.00	0.00
1700129C05Rik	0.00	0.00	0.00	0.00	0.00	0.00
